#Name (cmd = mergePeaks pr.pd_hipp_gba1_vs_lrk/bg.clean.pos pr.pd_hipp_gba1_vs_lrk/target.clean..pos -d 200 -cobound 1 -prefix pr.pd_hipp_gba1_vs_lrk/0.499864938742579.2.tmp)	chr	start	end	strand	stat	stat2	pr.pd_hipp_gba1_vs_lrk/target.clean..pos
BG159740	chr18	70243500	70243792	+	0.000	0.000	12408
BG194076	chr2	187319501	187319736	+	0.000	0.000	15066
BG194084	chr2	187381997	187382801	+	0.000	0.000	15067
BG159750	chr18	70277331	70277530	+	0.000	0.000	12409
BG194087	chr2	187404476	187404675	+	0.000	0.000	15068
BG159761	chr18	70331002	70331201	+	0.000	0.000	12410
BG159799	chr18	70463135	70463367	+	0.000	0.000	12411
BG194106	chr2	187465634	187465833	+	0.000	0.000	15069
BG194116	chr2	187566811	187567010	+	0.000	0.000	15070
BG194117	chr2	187567214	187567413	+	0.000	0.000	15071
BG194124	chr2	187617547	187617746	+	0.000	0.000	15072
BG194131	chr2	187844147	187844346	+	0.000	0.000	15073
BG194134	chr2	187877158	187877370	+	0.000	0.000	15074
BG159800	chr18	70463376	70463575	+	0.000	0.000	12412
BG194138	chr2	187878882	187879178	+	0.000	0.000	15075
BG194150	chr2	188075973	188076192	+	0.000	0.000	15076
BG194152	chr2	188076750	188077011	+	0.000	0.000	15077
BG159822	chr18	70623719	70623918	+	0.000	0.000	12413
BG159825	chr18	70634638	70634963	+	0.000	0.000	12414
BG194177	chr2	188257907	188258562	+	0.000	0.000	15078
BG194178	chr2	188268324	188268790	+	0.000	0.000	15079
BG194197	chr2	188365127	188365326	+	0.000	0.000	15080
BG159873	chr18	71398964	71399274	+	0.000	0.000	12415
BG159880	chr18	71526369	71526601	+	0.000	0.000	12416
BG159882	chr18	71578040	71578320	+	0.000	0.000	12417
BG159896	chr18	71832897	71833329	+	0.000	0.000	12418
BG194200	chr2	188378119	188378318	+	0.000	0.000	15081
BG194222	chr2	188606681	188606880	+	0.000	0.000	15082
BG159904	chr18	71952089	71952445	+	0.000	0.000	12419
BG194250	chr2	188978316	188978549	+	0.000	0.000	15083
BG159931	chr18	72234832	72235046	+	0.000	0.000	12420
BG159935	chr18	72257671	72258049	+	0.000	0.000	12421
BG159937	chr18	72258303	72258543	+	0.000	0.000	12422
BG159940	chr18	72360360	72360583	+	0.000	0.000	12423
BG159948	chr18	72529997	72530196	+	0.000	0.000	12424
BG159958	chr18	72555620	72555963	+	0.000	0.000	12425
BG159965	chr18	72602441	72602659	+	0.000	0.000	12426
BG159977	chr18	72672237	72672697	+	0.000	0.000	12427
BG194314	chr2	189296292	189296513	+	0.000	0.000	15084
BG194328	chr2	189407230	189407492	+	0.000	0.000	15085
BG194362	chr2	189719581	189720025	+	0.000	0.000	15086
BG194385	chr2	190043480	190043916	+	0.000	0.000	15087
BG194395	chr2	190104622	190104882	+	0.000	0.000	15088
BG194476	chr2	190468849	190469112	+	0.000	0.000	15089
BG194488	chr2	190505784	190505984	+	0.000	0.000	15090
BG194500	chr2	190562192	190562453	+	0.000	0.000	15091
BG194515	chr2	190627592	190627840	+	0.000	0.000	15092
BG194552	chr2	190741568	190742115	+	0.000	0.000	15093
BG194554	chr2	190742890	190743103	+	0.000	0.000	15094
BG194576	chr2	190850210	190850595	+	0.000	0.000	15095
BG194604	chr2	191000351	191000601	+	0.000	0.000	15096
BG194642	chr2	191318116	191318642	+	0.000	0.000	15097
BG194647	chr2	191334255	191334454	+	0.000	0.000	15098
BG194648	chr2	191352668	191352898	+	0.000	0.000	15099
BG194649	chr2	191353287	191353522	+	0.000	0.000	15100
BG194671	chr2	191488113	191488312	+	0.000	0.000	15101
BG194672	chr2	191500154	191500353	+	0.000	0.000	15102
BG194712	chr2	191819073	191819549	+	0.000	0.000	15103
BG194813	chr2	192214881	192215198	+	0.000	0.000	15104
BG194814	chr2	192215215	192215453	+	0.000	0.000	15105
BG194815	chr2	192215500	192216909	+	0.000	0.000	15106
BG194816	chr2	192216916	192217170	+	0.000	0.000	15107
BG194817	chr2	192217205	192217482	+	0.000	0.000	15108
BG194818	chr2	192230923	192231149	+	0.000	0.000	15109
BG194829	chr2	192255309	192255525	+	0.000	0.000	15110
BG194832	chr2	192285805	192286144	+	0.000	0.000	15111
BG194842	chr2	192359554	192359753	+	0.000	0.000	15112
BG194843	chr2	192370219	192370418	+	0.000	0.000	15113
BG194861	chr2	192983717	192983934	+	0.000	0.000	15114
BG194887	chr2	193711877	193712226	+	0.000	0.000	15115
BG194899	chr2	193943142	193943773	+	0.000	0.000	15116
BG194900	chr2	193943789	193944267	+	0.000	0.000	15117
BG194917	chr2	194236309	194236671	+	0.000	0.000	15118
BG194939	chr2	194444560	194444759	+	0.000	0.000	15119
BG194949	chr2	194553555	194553754	+	0.000	0.000	15120
BG194951	chr2	194554101	194554727	+	0.000	0.000	15121
BG194989	chr2	195036735	195036983	+	0.000	0.000	15122
BG194995	chr2	195171081	195171306	+	0.000	0.000	15123
BG41034	chr10	65226878	65227274	+	0.000	0.000	3217
BG41037	chr10	65320270	65320987	+	0.000	0.000	3218
BG41063	chr10	65765592	65765925	+	0.000	0.000	3219
BG41064	chr10	65788106	65788313	+	0.000	0.000	3220
BG41065	chr10	65788434	65788637	+	0.000	0.000	3221
BG41086	chr10	66234867	66235066	+	0.000	0.000	3222
BG41088	chr10	66252873	66253415	+	0.000	0.000	3223
BG41090	chr10	66294245	66294784	+	0.000	0.000	3224
BG41112	chr10	66572717	66573142	+	0.000	0.000	3225
BG41113	chr10	66627268	66627489	+	0.000	0.000	3226
BG41115	chr10	66747661	66747872	+	0.000	0.000	3227
BG41128	chr10	66836262	66836461	+	0.000	0.000	3228
BG41170	chr10	67009610	67010050	+	0.000	0.000	3229
BG41185	chr10	67052097	67052394	+	0.000	0.000	3230
BG41189	chr10	67062251	67062511	+	0.000	0.000	3231
BG41190	chr10	67062530	67062818	+	0.000	0.000	3232
BG41195	chr10	67080180	67080379	+	0.000	0.000	3233
BG41221	chr10	67306919	67307118	+	0.000	0.000	3234
BG41238	chr10	67489572	67489771	+	0.000	0.000	3235
BG41253	chr10	67650883	67651093	+	0.000	0.000	3236
BG41255	chr10	67663445	67663699	+	0.000	0.000	3237
BG41256	chr10	67663740	67663978	+	0.000	0.000	3238
BG41257	chr10	67664171	67664563	+	0.000	0.000	3239
BG41259	chr10	67665548	67665821	+	0.000	0.000	3240
BG41260	chr10	67665826	67666075	+	0.000	0.000	3241
BG41262	chr10	67668510	67668724	+	0.000	0.000	3242
BG41264	chr10	67676146	67676512	+	0.000	0.000	3243
BG41265	chr10	67676523	67677195	+	0.000	0.000	3244
BG41267	chr10	67695608	67695822	+	0.000	0.000	3245
BG41268	chr10	67696050	67696284	+	0.000	0.000	3246
BG41286	chr10	67800775	67800974	+	0.000	0.000	3247
BG41287	chr10	67807106	67807484	+	0.000	0.000	3248
BG41323	chr10	68067301	68067542	+	0.000	0.000	3249
BG41324	chr10	68067581	68067780	+	0.000	0.000	3250
BG41332	chr10	68097250	68097486	+	0.000	0.000	3251
BG41339	chr10	68140478	68140697	+	0.000	0.000	3252
BG41366	chr10	68330227	68330463	+	0.000	0.000	3253
BG41381	chr10	68456211	68456515	+	0.000	0.000	3254
BG41396	chr10	68647201	68647645	+	0.000	0.000	3255
BG223002	chr3	4748205	4748404	+	0.000	0.000	17587
BG223008	chr3	4763687	4763906	+	0.000	0.000	17588
BG223049	chr3	4950345	4950544	+	0.000	0.000	17589
BG223054	chr3	4963766	4963982	+	0.000	0.000	17590
BG41409	chr10	68764580	68764975	+	0.000	0.000	3256
BG41421	chr10	68876351	68876951	+	0.000	0.000	3257
BG41425	chr10	68924266	68924680	+	0.000	0.000	3258
BG41431	chr10	68977461	68977687	+	0.000	0.000	3259
BG41458	chr10	69229446	69229645	+	0.000	0.000	3260
BG41476	chr10	69361026	69361624	+	0.000	0.000	3261
BG223123	chr3	5258461	5259086	+	0.000	0.000	17591
BG223173	chr3	6045235	6045696	+	0.000	0.000	17592
BG223177	chr3	6100097	6100559	+	0.000	0.000	17593
BG223183	chr3	6352151	6352392	+	0.000	0.000	17594
BG41502	chr10	69473409	69473628	+	0.000	0.000	3262
BG41506	chr10	69475068	69475333	+	0.000	0.000	3263
BG41509	chr10	69483256	69483461	+	0.000	0.000	3264
BG41512	chr10	69494086	69494285	+	0.000	0.000	3265
BG41515	chr10	69497229	69497470	+	0.000	0.000	3266
BG41521	chr10	69572541	69572740	+	0.000	0.000	3267
BG41527	chr10	69617628	69617912	+	0.000	0.000	3268
BG41571	chr10	69786876	69787099	+	0.000	0.000	3269
BG41592	chr10	69861538	69861754	+	0.000	0.000	3270
BG41594	chr10	69874623	69874843	+	0.000	0.000	3271
BG223201	chr3	6911939	6912138	+	0.000	0.000	17595
BG223221	chr3	7107523	7107846	+	0.000	0.000	17596
BG223267	chr3	7417751	7418026	+	0.000	0.000	17597
BG223294	chr3	7575035	7575294	+	0.000	0.000	17598
BG41618	chr10	70090113	70090312	+	0.000	0.000	3272
BG41624	chr10	70170777	70171147	+	0.000	0.000	3273
BG41630	chr10	70222529	70222728	+	0.000	0.000	3274
BG41642	chr10	70276089	70276478	+	0.000	0.000	3275
BG41643	chr10	70276539	70276759	+	0.000	0.000	3276
BG41650	chr10	70308331	70309527	+	0.000	0.000	3277
BG41687	chr10	70493016	70493282	+	0.000	0.000	3278
BG223306	chr3	7667351	7667550	+	0.000	0.000	17599
BG223307	chr3	7667562	7667782	+	0.000	0.000	17600
BG223343	chr3	7912001	7912311	+	0.000	0.000	17601
BG223390	chr3	8275874	8276085	+	0.000	0.000	17602
BG41700	chr10	70525687	70525892	+	0.000	0.000	3279
BG41701	chr10	70528458	70528861	+	0.000	0.000	3280
BG41716	chr10	70589903	70590142	+	0.000	0.000	3281
BG41720	chr10	70634144	70634343	+	0.000	0.000	3282
BG41723	chr10	70656593	70656810	+	0.000	0.000	3283
BG41724	chr10	70660854	70661673	+	0.000	0.000	3284
BG41725	chr10	70662457	70662661	+	0.000	0.000	3285
BG41729	chr10	70670546	70670780	+	0.000	0.000	3286
BG41739	chr10	70714303	70714697	+	0.000	0.000	3287
BG41748	chr10	70814463	70814662	+	0.000	0.000	3288
BG41752	chr10	70821085	70821284	+	0.000	0.000	3289
BG41754	chr10	70834962	70835296	+	0.000	0.000	3290
BG322010	chr7	21497199	21497398	+	0.000	0.000	23600
BG322031	chr7	21690817	21691016	+	0.000	0.000	23601
BG41784	chr10	71076133	71076363	+	0.000	0.000	3291
BG41786	chr10	71088066	71088303	+	0.000	0.000	3292
BG41790	chr10	71212788	71213136	+	0.000	0.000	3293
BG322053	chr7	21911028	21911227	+	0.000	0.000	23602
BG322054	chr7	21911260	21911484	+	0.000	0.000	23603
BG322055	chr7	21911501	21911895	+	0.000	0.000	23604
BG322093	chr7	22119061	22119265	+	0.000	0.000	23605
BG223400	chr3	8325752	8326180	+	0.000	0.000	17603
BG223404	chr3	8400596	8400795	+	0.000	0.000	17604
BG223426	chr3	8500349	8500834	+	0.000	0.000	17605
BG223457	chr3	8649121	8649320	+	0.000	0.000	17606
BG223463	chr3	8664299	8664498	+	0.000	0.000	17607
BG223465	chr3	8676521	8676724	+	0.000	0.000	17608
BG223484	chr3	8891850	8892087	+	0.000	0.000	17609
BG41800	chr10	71229206	71229747	+	0.000	0.000	3294
BG41801	chr10	71229782	71229996	+	0.000	0.000	3295
BG41802	chr10	71231239	71231438	+	0.000	0.000	3296
BG41803	chr10	71231445	71231644	+	0.000	0.000	3297
BG41805	chr10	71234742	71235171	+	0.000	0.000	3298
BG41809	chr10	71255710	71256069	+	0.000	0.000	3299
BG41837	chr10	71337362	71337816	+	0.000	0.000	3300
BG322111	chr7	22154194	22154678	+	0.000	0.000	23606
BG41864	chr10	71389789	71390833	+	0.000	0.000	3301
BG41865	chr10	71390872	71391951	+	0.000	0.000	3302
BG41879	chr10	71486347	71487098	+	0.000	0.000	3303
BG322138	chr7	22216919	22217119	+	0.000	0.000	23607
BG41883	chr10	71517211	71517415	+	0.000	0.000	3304
BG41885	chr10	71517865	71518133	+	0.000	0.000	3305
BG322140	chr7	22218003	22218490	+	0.000	0.000	23608
BG41890	chr10	71537840	71538050	+	0.000	0.000	3306
BG41893	chr10	71548514	71548733	+	0.000	0.000	3307
BG41898	chr10	71580800	71582084	+	0.000	0.000	3308
BG41899	chr10	71582099	71582331	+	0.000	0.000	3309
BG322164	chr7	22292065	22292548	+	0.000	0.000	23609
BG322182	chr7	22332171	22332370	+	0.000	0.000	23610
BG322185	chr7	22333933	22334132	+	0.000	0.000	23611
BG322186	chr7	22337735	22337934	+	0.000	0.000	23612
BG322191	chr7	22343731	22343930	+	0.000	0.000	23613
BG223516	chr3	9014269	9014495	+	0.000	0.000	17610
BG223530	chr3	9059699	9059898	+	0.000	0.000	17611
BG223551	chr3	9110453	9110652	+	0.000	0.000	17612
BG223578	chr3	9179909	9180108	+	0.000	0.000	17613
BG223585	chr3	9190262	9190461	+	0.000	0.000	17614
BG223593	chr3	9210088	9210287	+	0.000	0.000	17615
BG223595	chr3	9211650	9211849	+	0.000	0.000	17616
BG41903	chr10	71597435	71597763	+	0.000	0.000	3310
BG41916	chr10	71627353	71627876	+	0.000	0.000	3311
BG41920	chr10	71635428	71635627	+	0.000	0.000	3312
BG41926	chr10	71677771	71678160	+	0.000	0.000	3313
BG41951	chr10	71757861	71758111	+	0.000	0.000	3314
BG322215	chr7	22381817	22382042	+	0.000	0.000	23614
BG41968	chr10	71831976	71832638	+	0.000	0.000	3315
BG41969	chr10	71834300	71834499	+	0.000	0.000	3316
BG41986	chr10	71871388	71871655	+	0.000	0.000	3317
BG322247	chr7	22470455	22470704	+	0.000	0.000	23615
BG322257	chr7	22501399	22501623	+	0.000	0.000	23616
BG322294	chr7	22727528	22727908	+	0.000	0.000	23617
BG322298	chr7	22788107	22788306	+	0.000	0.000	23618
BG223651	chr3	9552604	9552845	+	0.000	0.000	17617
BG223675	chr3	9704915	9705251	+	0.000	0.000	17618
BG223679	chr3	9720776	9720979	+	0.000	0.000	17619
BG223680	chr3	9721000	9721274	+	0.000	0.000	17620
BG322311	chr7	22849737	22849936	+	0.000	0.000	23619
BG322329	chr7	22978514	22978737	+	0.000	0.000	23620
BG322332	chr7	23014487	23014731	+	0.000	0.000	23621
BG322333	chr7	23018490	23018689	+	0.000	0.000	23622
BG322334	chr7	23018860	23019098	+	0.000	0.000	23623
BG322380	chr7	23404601	23404858	+	0.000	0.000	23624
BG223708	chr3	9821256	9821455	+	0.000	0.000	17621
BG223769	chr3	10189195	10189675	+	0.000	0.000	17622
BG223779	chr3	10224677	10225622	+	0.000	0.000	17623
BG322400	chr7	23633251	23633450	+	0.000	0.000	23625
BG322406	chr7	23658852	23659366	+	0.000	0.000	23626
BG322409	chr7	23685456	23685666	+	0.000	0.000	23627
BG322416	chr7	23842284	23842483	+	0.000	0.000	23628
BG223806	chr3	10309582	10309948	+	0.000	0.000	17624
BG59014	chr11	62599219	62599464	+	0.000	0.000	4519
BG59047	chr11	62757173	62757408	+	0.000	0.000	4520
BG223840	chr3	10408366	10409026	+	0.000	0.000	17625
BG59055	chr11	62788021	62788220	+	0.000	0.000	4521
BG223854	chr3	10444844	10445073	+	0.000	0.000	17626
BG223855	chr3	10445678	10445877	+	0.000	0.000	17627
BG223858	chr3	10455887	10456110	+	0.000	0.000	17628
BG59072	chr11	62864286	62864485	+	0.000	0.000	4522
BG59075	chr11	62889518	62889732	+	0.000	0.000	4523
BG59076	chr11	62889735	62890345	+	0.000	0.000	4524
BG59077	chr11	62890358	62890621	+	0.000	0.000	4525
BG59078	chr11	62890641	62890840	+	0.000	0.000	4526
BG59080	chr11	62892231	62892430	+	0.000	0.000	4527
BG59081	chr11	62892527	62892726	+	0.000	0.000	4528
BG59082	chr11	62892820	62893019	+	0.000	0.000	4529
BG59083	chr11	62893075	62893274	+	0.000	0.000	4530
BG223891	chr3	10546462	10546722	+	0.000	0.000	17629
BG322505	chr7	24611200	24611423	+	0.000	0.000	23629
BG322506	chr7	24611671	24611870	+	0.000	0.000	23630
BG322540	chr7	24798192	24798588	+	0.000	0.000	23631
BG322569	chr7	24904907	24905147	+	0.000	0.000	23632
BG322590	chr7	25037413	25037612	+	0.000	0.000	23633
BG59130	chr11	63530081	63530877	+	0.000	0.000	4531
BG59132	chr11	63533232	63533479	+	0.000	0.000	4532
BG59136	chr11	63550149	63550365	+	0.000	0.000	4533
BG59145	chr11	63573423	63574416	+	0.000	0.000	4534
BG59149	chr11	63584149	63584357	+	0.000	0.000	4535
BG223941	chr3	10653518	10654809	+	0.000	0.000	17630
BG59150	chr11	63584489	63584698	+	0.000	0.000	4536
BG59153	chr11	63598765	63599547	+	0.000	0.000	4537
BG59154	chr11	63599551	63600019	+	0.000	0.000	4538
BG59155	chr11	63602647	63603177	+	0.000	0.000	4539
BG223952	chr3	10702269	10703016	+	0.000	0.000	17631
BG59161	chr11	63635478	63635677	+	0.000	0.000	4540
BG59174	chr11	63705936	63706151	+	0.000	0.000	4541
BG59188	chr11	63768704	63769127	+	0.000	0.000	4542
BG223995	chr3	10914974	10915442	+	0.000	0.000	17632
BG322623	chr7	25197982	25198390	+	0.000	0.000	23634
BG322693	chr7	25642979	25643602	+	0.000	0.000	23635
BG59201	chr11	63849076	63849475	+	0.000	0.000	4543
BG59204	chr11	63851754	63852195	+	0.000	0.000	4544
BG59243	chr11	63999317	63999785	+	0.000	0.000	4545
BG59252	chr11	64035387	64035586	+	0.000	0.000	4546
BG59256	chr11	64044994	64045268	+	0.000	0.000	4547
BG59262	chr11	64057320	64057519	+	0.000	0.000	4548
BG59281	chr11	64088690	64088950	+	0.000	0.000	4549
BG59288	chr11	64100436	64100656	+	0.000	0.000	4550
BG59293	chr11	64118121	64118365	+	0.000	0.000	4551
BG322707	chr7	25716535	25716759	+	0.000	0.000	23636
BG322711	chr7	25722849	25723714	+	0.000	0.000	23637
BG322716	chr7	25752804	25753409	+	0.000	0.000	23638
BG322735	chr7	25856086	25856285	+	0.000	0.000	23639
BG322738	chr7	25862497	25862716	+	0.000	0.000	23640
BG322744	chr7	25893462	25893702	+	0.000	0.000	23641
BG322764	chr7	26100891	26101310	+	0.000	0.000	23642
BG322765	chr7	26101480	26101926	+	0.000	0.000	23643
BG322769	chr7	26134931	26135393	+	0.000	0.000	23644
BG322773	chr7	26182800	26183923	+	0.000	0.000	23645
BG322779	chr7	26202500	26202702	+	0.000	0.000	23646
BG59300	chr11	64131984	64132231	+	0.000	0.000	4552
BG59311	chr11	64156659	64156950	+	0.000	0.000	4553
BG59318	chr11	64196272	64197540	+	0.000	0.000	4554
BG59320	chr11	64204353	64204557	+	0.000	0.000	4555
BG59326	chr11	64209122	64209321	+	0.000	0.000	4556
BG59327	chr11	64209507	64209706	+	0.000	0.000	4557
BG59344	chr11	64276678	64277054	+	0.000	0.000	4558
BG59359	chr11	64331650	64332105	+	0.000	0.000	4559
BG59375	chr11	64435806	64436619	+	0.000	0.000	4560
BG59385	chr11	64519019	64519250	+	0.000	0.000	4561
BG322831	chr7	26472299	26472498	+	0.000	0.000	23647
BG322842	chr7	26501074	26501273	+	0.000	0.000	23648
BG322844	chr7	26507464	26507691	+	0.000	0.000	23649
BG322845	chr7	26507757	26507971	+	0.000	0.000	23650
BG322863	chr7	26585212	26585710	+	0.000	0.000	23651
BG322875	chr7	26648511	26649002	+	0.000	0.000	23652
BG322895	chr7	27032941	27033140	+	0.000	0.000	23653
BG59404	chr11	64571671	64572185	+	0.000	0.000	4562
BG59410	chr11	64611169	64611388	+	0.000	0.000	4563
BG59413	chr11	64630174	64630391	+	0.000	0.000	4564
BG59425	chr11	64655307	64655525	+	0.000	0.000	4565
BG59439	chr11	64700988	64701218	+	0.000	0.000	4566
BG59450	chr11	64722856	64723055	+	0.000	0.000	4567
BG59489	chr11	64867838	64868219	+	0.000	0.000	4568
BG59492	chr11	64874461	64874688	+	0.000	0.000	4569
BG59493	chr11	64874889	64875118	+	0.000	0.000	4570
BG59494	chr11	64875748	64875947	+	0.000	0.000	4571
BG59495	chr11	64876211	64876435	+	0.000	0.000	4572
BG59496	chr11	64876462	64876694	+	0.000	0.000	4573
BG59497	chr11	64877164	64877363	+	0.000	0.000	4574
BG59498	chr11	64877677	64877876	+	0.000	0.000	4575
BG322923	chr7	27586829	27587074	+	0.000	0.000	23654
BG322928	chr7	27634693	27634923	+	0.000	0.000	23655
BG322937	chr7	27678008	27678671	+	0.000	0.000	23656
BG322938	chr7	27688409	27688965	+	0.000	0.000	23657
BG59519	chr11	64981466	64981853	+	0.000	0.000	4576
BG59534	chr11	65090295	65091369	+	0.000	0.000	4577
BG59556	chr11	65236343	65236900	+	0.000	0.000	4578
BG59557	chr11	65236954	65237218	+	0.000	0.000	4579
BG59565	chr11	65281830	65282029	+	0.000	0.000	4580
BG59568	chr11	65291258	65292870	+	0.000	0.000	4581
BG59569	chr11	65293865	65294101	+	0.000	0.000	4582
BG59570	chr11	65294196	65294422	+	0.000	0.000	4583
BG59577	chr11	65310330	65310556	+	0.000	0.000	4584
BG59597	chr11	65398236	65399040	+	0.000	0.000	4585
BG59616	chr11	65435496	65435912	+	0.000	0.000	4586
BG59617	chr11	65435973	65436427	+	0.000	0.000	4587
BG59620	chr11	65442143	65442353	+	0.000	0.000	4588
BG59639	chr11	65487127	65487433	+	0.000	0.000	4589
BG59700	chr11	65640780	65640990	+	0.000	0.000	4590
BG94037	chr13	45943864	45944091	+	0.000	0.000	6945
BG94051	chr13	46059607	46059837	+	0.000	0.000	6946
BG94053	chr13	46071694	46071926	+	0.000	0.000	6947
BG94054	chr13	46071928	46072237	+	0.000	0.000	6948
BG94055	chr13	46082378	46082665	+	0.000	0.000	6949
BG94056	chr13	46082679	46082936	+	0.000	0.000	6950
BG94065	chr13	46126878	46127166	+	0.000	0.000	6951
BG59753	chr11	65941421	65942046	+	0.000	0.000	4591
BG59774	chr11	66085519	66085766	+	0.000	0.000	4592
BG59776	chr11	66095393	66095592	+	0.000	0.000	4593
BG59780	chr11	66113218	66113417	+	0.000	0.000	4594
BG59799	chr11	66167157	66167356	+	0.000	0.000	4595
BG108	chr1	1318281	1318607	+	0.000	0.000	14
BG116	chr1	1348564	1348813	+	0.000	0.000	15
BG126	chr1	1408125	1408324	+	0.000	0.000	16
BG131	chr1	1430770	1431162	+	0.000	0.000	17
BG132	chr1	1431476	1431856	+	0.000	0.000	18
BG133	chr1	1431902	1432221	+	0.000	0.000	19
BG134	chr1	1432253	1432563	+	0.000	0.000	20
BG135	chr1	1432570	1432796	+	0.000	0.000	21
BG138	chr1	1434913	1435112	+	0.000	0.000	22
BG155	chr1	1542952	1543171	+	0.000	0.000	23
BG162	chr1	1562898	1563159	+	0.000	0.000	24
BG176	chr1	1659758	1659957	+	0.000	0.000	25
BG188	chr1	1728372	1728599	+	0.000	0.000	26
BG191	chr1	1745669	1745916	+	0.000	0.000	27
BG192	chr1	1745932	1746247	+	0.000	0.000	28
BG196	chr1	1749358	1749557	+	0.000	0.000	29
BG198	chr1	1758984	1759183	+	0.000	0.000	30
BG59807	chr11	66189469	66190048	+	0.000	0.000	4596
BG59825	chr11	66291669	66291974	+	0.000	0.000	4597
BG94165	chr13	46721471	46721847	+	0.000	0.000	6952
BG59868	chr11	66559255	66559476	+	0.000	0.000	4598
BG59876	chr11	66624572	66625304	+	0.000	0.000	4599
BG59893	chr11	66713604	66713822	+	0.000	0.000	4600
BG59895	chr11	66719371	66721302	+	0.000	0.000	4601
BG204	chr1	1780195	1780394	+	0.000	0.000	31
BG211	chr1	1794006	1794248	+	0.000	0.000	32
BG220	chr1	1827933	1828132	+	0.000	0.000	33
BG234	chr1	1858965	1859164	+	0.000	0.000	34
BG287	chr1	2086748	2086982	+	0.000	0.000	35
BG288	chr1	2087551	2087750	+	0.000	0.000	36
BG289	chr1	2087803	2088830	+	0.000	0.000	37
BG293	chr1	2091945	2092177	+	0.000	0.000	38
BG295	chr1	2098393	2098665	+	0.000	0.000	39
BG94234	chr13	47132974	47133288	+	0.000	0.000	6953
BG59904	chr11	66784694	66784934	+	0.000	0.000	4602
BG59915	chr11	66864669	66864868	+	0.000	0.000	4603
