#Name (cmd = mergePeaks pr.diff_pd_hipp_lrrk_vs_ctrl/bg.clean.pos pr.diff_pd_hipp_lrrk_vs_ctrl/target.clean..pos -d 200 -cobound 1 -prefix pr.diff_pd_hipp_lrrk_vs_ctrl/0.288842263006703.2.tmp)	chr	start	end	strand	stat	stat2	pr.diff_pd_hipp_lrrk_vs_ctrl/target.clean..pos
BG267868	chr4	157523206	157523405	+	0.000	0.000	19614
BG267887	chr4	157664408	157664766	+	0.000	0.000	19615
BG133218	chr16	57764325	57764585	+	0.000	0.000	9690
BG133256	chr16	57984382	57986069	+	0.000	0.000	9691
BG133258	chr16	57994872	57995097	+	0.000	0.000	9692
BG133270	chr16	58027674	58027873	+	0.000	0.000	9693
BG133292	chr16	58167974	58168209	+	0.000	0.000	9694
BG366532	chr9	77422708	77422907	+	0.000	0.000	25598
BG366561	chr9	77598652	77598882	+	0.000	0.000	25599
BG366574	chr9	77678167	77678366	+	0.000	0.000	25600
BG267905	chr4	157803873	157804074	+	0.000	0.000	19616
BG267915	chr4	157847955	157848618	+	0.000	0.000	19617
BG267916	chr4	157861266	157861525	+	0.000	0.000	19618
BG267924	chr4	157889846	157890317	+	0.000	0.000	19619
BG267938	chr4	157943235	157943434	+	0.000	0.000	19620
BG267954	chr4	158138085	158138370	+	0.000	0.000	19621
BG267961	chr4	158164019	158164284	+	0.000	0.000	19622
BG267966	chr4	158166231	158166449	+	0.000	0.000	19623
BG267976	chr4	158183085	158183634	+	0.000	0.000	19624
BG133302	chr16	58264935	58265392	+	0.000	0.000	9695
BG133316	chr16	58365723	58366640	+	0.000	0.000	9696
BG133317	chr16	58366678	58367593	+	0.000	0.000	9697
BG133322	chr16	58375452	58375718	+	0.000	0.000	9698
BG133359	chr16	58463548	58463979	+	0.000	0.000	9699
BG133385	chr16	58630702	58630917	+	0.000	0.000	9700
BG133391	chr16	58678399	58679062	+	0.000	0.000	9701
BG366626	chr9	77889232	77889431	+	0.000	0.000	25601
BG366629	chr9	77909899	77910117	+	0.000	0.000	25602
BG366688	chr9	78188982	78189389	+	0.000	0.000	25603
BG366696	chr9	78255877	78256287	+	0.000	0.000	25604
BG133400	chr16	58730821	58731020	+	0.000	0.000	9702
BG133426	chr16	58965755	58965963	+	0.000	0.000	9703
BG133440	chr16	59330346	59330827	+	0.000	0.000	9704
BG133449	chr16	59510553	59510752	+	0.000	0.000	9705
BG133494	chr16	60809979	60810215	+	0.000	0.000	9706
BG366727	chr9	78437969	78438199	+	0.000	0.000	25605
BG366730	chr9	78440490	78440726	+	0.000	0.000	25606
BG366752	chr9	78620435	78620703	+	0.000	0.000	25607
BG366753	chr9	78620762	78621263	+	0.000	0.000	25608
BG366764	chr9	78811932	78812197	+	0.000	0.000	25609
BG366765	chr9	78812753	78812952	+	0.000	0.000	25610
BG366798	chr9	79289734	79289933	+	0.000	0.000	25611
BG133500	chr16	60949997	60950253	+	0.000	0.000	9707
BG133505	chr16	61043080	61043335	+	0.000	0.000	9708
BG133573	chr16	61877464	61877746	+	0.000	0.000	9709
BG133598	chr16	61957103	61957504	+	0.000	0.000	9710
BG133599	chr16	61961247	61961446	+	0.000	0.000	9711
BG366843	chr9	79629783	79629993	+	0.000	0.000	25612
BG366844	chr9	79630180	79630401	+	0.000	0.000	25613
BG366845	chr9	79630481	79630680	+	0.000	0.000	25614
BG366856	chr9	79670444	79670689	+	0.000	0.000	25615
BG366889	chr9	79802588	79802807	+	0.000	0.000	25616
BG366893	chr9	79812959	79813185	+	0.000	0.000	25617
BG366895	chr9	79817527	79817726	+	0.000	0.000	25618
BG366898	chr9	79830304	79830547	+	0.000	0.000	25619
BG366899	chr9	79834925	79835129	+	0.000	0.000	25620
BG133612	chr16	61995816	61996015	+	0.000	0.000	9712
BG133654	chr16	62220638	62220837	+	0.000	0.000	9713
BG133658	chr16	62254452	62254872	+	0.000	0.000	9714
BG133661	chr16	62256116	62256437	+	0.000	0.000	9715
BG133672	chr16	62446830	62447029	+	0.000	0.000	9716
BG366900	chr9	79835147	79835842	+	0.000	0.000	25621
BG366935	chr9	80061054	80061469	+	0.000	0.000	25622
BG366950	chr9	80175356	80175576	+	0.000	0.000	25623
BG366961	chr9	80277913	80278316	+	0.000	0.000	25624
BG133709	chr16	62954172	62954391	+	0.000	0.000	9717
BG133741	chr16	63617133	63617392	+	0.000	0.000	9718
BG133744	chr16	63617993	63618212	+	0.000	0.000	9719
BG133745	chr16	63651895	63652181	+	0.000	0.000	9720
BG133748	chr16	63745550	63745754	+	0.000	0.000	9721
BG133803	chr16	64231791	64232067	+	0.000	0.000	9722
BG133813	chr16	64356204	64356865	+	0.000	0.000	9723
BG133828	chr16	64413179	64413506	+	0.000	0.000	9724
BG133836	chr16	64474460	64474699	+	0.000	0.000	9725
BG133846	chr16	64532235	64532434	+	0.000	0.000	9726
BG133903	chr16	65032636	65032863	+	0.000	0.000	9727
BG133909	chr16	65043428	65043736	+	0.000	0.000	9728
BG133934	chr16	65086753	65086952	+	0.000	0.000	9729
BG133975	chr16	65782890	65783291	+	0.000	0.000	9730
BG2001	chr1	10614659	10616695	+	0.000	0.000	244
BG2007	chr1	10626834	10627233	+	0.000	0.000	245
BG2016	chr1	10672697	10672923	+	0.000	0.000	246
BG2018	chr1	10675242	10675591	+	0.000	0.000	247
BG2034	chr1	10771918	10772170	+	0.000	0.000	248
BG2037	chr1	10778801	10779046	+	0.000	0.000	249
BG2047	chr1	10824754	10824953	+	0.000	0.000	250
BG2053	chr1	10881070	10881412	+	0.000	0.000	251
BG2054	chr1	10900016	10900403	+	0.000	0.000	252
BG2055	chr1	10901056	10901255	+	0.000	0.000	253
BG2057	chr1	10915620	10915819	+	0.000	0.000	254
BG2060	chr1	10942046	10942486	+	0.000	0.000	255
BG2063	chr1	10946015	10946239	+	0.000	0.000	256
BG2070	chr1	10968315	10968833	+	0.000	0.000	257
BG2095	chr1	11130000	11130199	+	0.000	0.000	258
BG2096	chr1	11130226	11130453	+	0.000	0.000	259
BG2101	chr1	11156703	11156902	+	0.000	0.000	260
BG2102	chr1	11157269	11157546	+	0.000	0.000	261
BG2120	chr1	11215686	11215948	+	0.000	0.000	262
BG2121	chr1	11225442	11225641	+	0.000	0.000	263
BG2139	chr1	11301373	11301632	+	0.000	0.000	264
BG2147	chr1	11332209	11332450	+	0.000	0.000	265
BG2150	chr1	11341563	11342438	+	0.000	0.000	266
BG2162	chr1	11391943	11392217	+	0.000	0.000	267
BG2163	chr1	11392220	11392540	+	0.000	0.000	268
BG2184	chr1	11486673	11486872	+	0.000	0.000	269
BG2191	chr1	11521650	11522077	+	0.000	0.000	270
BG2196	chr1	11550732	11550959	+	0.000	0.000	271
BG2209	chr1	11638041	11638240	+	0.000	0.000	272
BG2210	chr1	11638251	11638450	+	0.000	0.000	273
BG2249	chr1	11803978	11804186	+	0.000	0.000	274
BG2260	chr1	11860635	11860930	+	0.000	0.000	275
BG2261	chr1	11873338	11873843	+	0.000	0.000	276
BG2278	chr1	11927656	11928044	+	0.000	0.000	277
BG2279	chr1	11928066	11928287	+	0.000	0.000	278
BG2286	chr1	11961232	11961956	+	0.000	0.000	279
BG2290	chr1	12001922	12002138	+	0.000	0.000	280
BG2295	chr1	12013345	12013544	+	0.000	0.000	281
BG2300	chr1	12031709	12031908	+	0.000	0.000	282
BG2307	chr1	12039881	12040125	+	0.000	0.000	283
BG2311	chr1	12052036	12052679	+	0.000	0.000	284
BG2313	chr1	12063186	12064053	+	0.000	0.000	285
BG2316	chr1	12067899	12068817	+	0.000	0.000	286
BG2317	chr1	12079482	12079874	+	0.000	0.000	287
BG2332	chr1	12153142	12153381	+	0.000	0.000	288
BG2340	chr1	12180450	12180649	+	0.000	0.000	289
BG2349	chr1	12229069	12229296	+	0.000	0.000	290
BG2361	chr1	12304971	12305237	+	0.000	0.000	291
BG2362	chr1	12305253	12305521	+	0.000	0.000	292
BG2380	chr1	12358819	12359680	+	0.000	0.000	293
BG2384	chr1	12368554	12368753	+	0.000	0.000	294
BG2386	chr1	12369118	12369328	+	0.000	0.000	295
BG2397	chr1	12424327	12424526	+	0.000	0.000	296
BG2399	chr1	12425999	12426796	+	0.000	0.000	297
BG2403	chr1	12448821	12449020	+	0.000	0.000	298
BG2410	chr1	12483101	12483306	+	0.000	0.000	299
BG2413	chr1	12504770	12504969	+	0.000	0.000	300
BG2423	chr1	12539987	12540249	+	0.000	0.000	301
BG2425	chr1	12547188	12547389	+	0.000	0.000	302
BG2426	chr1	12549583	12549782	+	0.000	0.000	303
BG2432	chr1	12559057	12559311	+	0.000	0.000	304
BG2436	chr1	12600414	12600613	+	0.000	0.000	305
BG2439	chr1	12616181	12616418	+	0.000	0.000	306
BG2449	chr1	12677641	12678118	+	0.000	0.000	307
BG2459	chr1	12779310	12779882	+	0.000	0.000	308
BG2460	chr1	12810659	12811140	+	0.000	0.000	309
BG2461	chr1	13422604	13422817	+	0.000	0.000	310
BG2472	chr1	13550344	13550896	+	0.000	0.000	311
BG2479	chr1	13641885	13642928	+	0.000	0.000	312
BG2483	chr1	13693193	13693842	+	0.000	0.000	313
BG2488	chr1	13728413	13728629	+	0.000	0.000	314
BG2489	chr1	13733109	13733308	+	0.000	0.000	315
BG2498	chr1	13752556	13752780	+	0.000	0.000	316
BG2528	chr1	13899919	13900118	+	0.000	0.000	317
BG2548	chr1	14031549	14031748	+	0.000	0.000	318
BG2551	chr1	14055848	14056266	+	0.000	0.000	319
BG2563	chr1	14140776	14141050	+	0.000	0.000	320
BG2574	chr1	14184447	14185260	+	0.000	0.000	321
BG2581	chr1	14258599	14258945	+	0.000	0.000	322
BG2582	chr1	14258967	14260382	+	0.000	0.000	323
BG2589	chr1	14302143	14302400	+	0.000	0.000	324
BG2599	chr1	14367534	14367763	+	0.000	0.000	325
BG2601	chr1	14377332	14377699	+	0.000	0.000	326
BG2603	chr1	14405064	14405284	+	0.000	0.000	327
BG2605	chr1	14423829	14424248	+	0.000	0.000	328
BG2627	chr1	14521896	14523180	+	0.000	0.000	329
BG2638	chr1	14585354	14586055	+	0.000	0.000	330
BG2648	chr1	14625267	14625470	+	0.000	0.000	331
BG2662	chr1	14671784	14671983	+	0.000	0.000	332
BG2663	chr1	14672074	14672336	+	0.000	0.000	333
BG2673	chr1	14706661	14707078	+	0.000	0.000	334
BG2676	chr1	14731266	14731470	+	0.000	0.000	335
BG2694	chr1	14780282	14780554	+	0.000	0.000	336
BG2701	chr1	14817795	14818020	+	0.000	0.000	337
BG2713	chr1	14869338	14869537	+	0.000	0.000	338
BG2734	chr1	14937055	14937279	+	0.000	0.000	339
BG2750	chr1	15005212	15005424	+	0.000	0.000	340
BG2756	chr1	15042409	15043802	+	0.000	0.000	341
BG2759	chr1	15066632	15067147	+	0.000	0.000	342
BG2772	chr1	15152651	15154307	+	0.000	0.000	343
BG2782	chr1	15213487	15213719	+	0.000	0.000	344
BG2783	chr1	15224217	15224416	+	0.000	0.000	345
BG2785	chr1	15236315	15236514	+	0.000	0.000	346
BG2793	chr1	15275988	15276251	+	0.000	0.000	347
BG2813	chr1	15346025	15346224	+	0.000	0.000	348
BG2839	chr1	15489170	15489435	+	0.000	0.000	349
BG2842	chr1	15491080	15491314	+	0.000	0.000	350
BG2852	chr1	15531111	15531317	+	0.000	0.000	351
BG2853	chr1	15531519	15531780	+	0.000	0.000	352
BG2871	chr1	15585118	15585347	+	0.000	0.000	353
BG2882	chr1	15653999	15654668	+	0.000	0.000	354
BG2891	chr1	15691782	15692011	+	0.000	0.000	355
BG2895	chr1	15704551	15704772	+	0.000	0.000	356
BG186043	chr2	124566263	124566693	+	0.000	0.000	14243
BG186088	chr2	124961229	124961428	+	0.000	0.000	14244
BG2904	chr1	15765816	15766082	+	0.000	0.000	357
BG2906	chr1	15788646	15789239	+	0.000	0.000	358
BG2919	chr1	15849016	15849269	+	0.000	0.000	359
BG2935	chr1	15919424	15919643	+	0.000	0.000	360
BG2941	chr1	15938885	15939084	+	0.000	0.000	361
BG2957	chr1	15968242	15968464	+	0.000	0.000	362
BG2962	chr1	16012961	16013160	+	0.000	0.000	363
BG2963	chr1	16013300	16013499	+	0.000	0.000	364
BG2970	chr1	16062618	16062853	+	0.000	0.000	365
BG2979	chr1	16073822	16074060	+	0.000	0.000	366
BG2989	chr1	16141683	16141930	+	0.000	0.000	367
BG2992	chr1	16164179	16164559	+	0.000	0.000	368
BG2993	chr1	16167412	16168152	+	0.000	0.000	369
BG186106	chr2	125247682	125248089	+	0.000	0.000	14245
BG186137	chr2	125904939	125905387	+	0.000	0.000	14246
BG186154	chr2	126175046	126175267	+	0.000	0.000	14247
BG186155	chr2	126175279	126175501	+	0.000	0.000	14248
BG186176	chr2	126429327	126429548	+	0.000	0.000	14249
BG186177	chr2	126429558	126429896	+	0.000	0.000	14250
BG186181	chr2	126437373	126437659	+	0.000	0.000	14251
BG186205	chr2	126764756	126765131	+	0.000	0.000	14252
BG186218	chr2	126826814	126827208	+	0.000	0.000	14253
BG186219	chr2	126827440	126827639	+	0.000	0.000	14254
BG186240	chr2	126968175	126968409	+	0.000	0.000	14255
BG186280	chr2	127105246	127105455	+	0.000	0.000	14256
BG186293	chr2	127127987	127128186	+	0.000	0.000	14257
BG186310	chr2	127156007	127156206	+	0.000	0.000	14258
BG186316	chr2	127174073	127174485	+	0.000	0.000	14259
BG186319	chr2	127178009	127178208	+	0.000	0.000	14260
BG186343	chr2	127392262	127392528	+	0.000	0.000	14261
BG186344	chr2	127392552	127392782	+	0.000	0.000	14262
BG186350	chr2	127422567	127422811	+	0.000	0.000	14263
BG186351	chr2	127423003	127423833	+	0.000	0.000	14264
BG186356	chr2	127464573	127464772	+	0.000	0.000	14265
BG186384	chr2	127644045	127644274	+	0.000	0.000	14266
BG186389	chr2	127651398	127651597	+	0.000	0.000	14267
BG186411	chr2	127775918	127776189	+	0.000	0.000	14268
BG186432	chr2	127901465	127901664	+	0.000	0.000	14269
BG186433	chr2	127901705	127901984	+	0.000	0.000	14270
BG186469	chr2	128191387	128191645	+	0.000	0.000	14271
BG186471	chr2	128192523	128192722	+	0.000	0.000	14272
BG186499	chr2	128294866	128295065	+	0.000	0.000	14273
BG186500	chr2	128300812	128301011	+	0.000	0.000	14274
BG186534	chr2	128485913	128486301	+	0.000	0.000	14275
BG186571	chr2	128715712	128716075	+	0.000	0.000	14276
BG186584	chr2	128753741	128754158	+	0.000	0.000	14277
BG186587	chr2	128783920	128784278	+	0.000	0.000	14278
BG186607	chr2	128942241	128942624	+	0.000	0.000	14279
BG186615	chr2	129009100	129009299	+	0.000	0.000	14280
BG186647	chr2	129334289	129334686	+	0.000	0.000	14281
BG186665	chr2	129442741	129443353	+	0.000	0.000	14282
BG186679	chr2	129507650	129508589	+	0.000	0.000	14283
BG186681	chr2	129604643	129605124	+	0.000	0.000	14284
BG186685	chr2	129661998	129662225	+	0.000	0.000	14285
BG186697	chr2	129791752	129792148	+	0.000	0.000	14286
BG186715	chr2	129924141	129924363	+	0.000	0.000	14287
BG186716	chr2	129928992	129930644	+	0.000	0.000	14288
BG186723	chr2	129975010	129975460	+	0.000	0.000	14289
BG186724	chr2	129975505	129975747	+	0.000	0.000	14290
BG186730	chr2	129985112	129985318	+	0.000	0.000	14291
BG186749	chr2	130182345	130182630	+	0.000	0.000	14292
BG186808	chr2	130831357	130831558	+	0.000	0.000	14293
BG186812	chr2	130842876	130843094	+	0.000	0.000	14294
BG186821	chr2	130878350	130879187	+	0.000	0.000	14295
BG186822	chr2	130884617	130884816	+	0.000	0.000	14296
BG186830	chr2	130917116	130917315	+	0.000	0.000	14297
BG186841	chr2	130972450	130972657	+	0.000	0.000	14298
BG186854	chr2	131039249	131039463	+	0.000	0.000	14299
BG186866	chr2	131058675	131058952	+	0.000	0.000	14300
BG186881	chr2	131092572	131092775	+	0.000	0.000	14301
BG186891	chr2	131146393	131146592	+	0.000	0.000	14302
BG186897	chr2	131235959	131236194	+	0.000	0.000	14303
BG186898	chr2	131309942	131310141	+	0.000	0.000	14304
BG186931	chr2	131831551	131832430	+	0.000	0.000	14305
BG186933	chr2	131834769	131835387	+	0.000	0.000	14306
BG186939	chr2	131990820	131991058	+	0.000	0.000	14307
BG186950	chr2	132268466	132268820	+	0.000	0.000	14308
BG186959	chr2	132349168	132349405	+	0.000	0.000	14309
BG186966	chr2	132400195	132400559	+	0.000	0.000	14310
BG186991	chr2	132642603	132642861	+	0.000	0.000	14311
BG186994	chr2	132645977	132646205	+	0.000	0.000	14312
BG33059	chr10	2882070	2882269	+	0.000	0.000	2684
BG33080	chr10	3010897	3011132	+	0.000	0.000	2685
BG33107	chr10	3078440	3078639	+	0.000	0.000	2686
BG33118	chr10	3096145	3096514	+	0.000	0.000	2687
BG33180	chr10	3277333	3277842	+	0.000	0.000	2688
BG33185	chr10	3293997	3294626	+	0.000	0.000	2689
BG33233	chr10	3542144	3542623	+	0.000	0.000	2690
BG33260	chr10	3735197	3735410	+	0.000	0.000	2691
BG33285	chr10	3829235	3829450	+	0.000	0.000	2692
BG33301	chr10	4062327	4062528	+	0.000	0.000	2693
BG215001	chr21	40003368	40003567	+	0.000	0.000	16242
BG215044	chr21	40187183	40187435	+	0.000	0.000	16243
BG215045	chr21	40187510	40187985	+	0.000	0.000	16244
BG33427	chr10	5611998	5612197	+	0.000	0.000	2694
BG33429	chr10	5618222	5618656	+	0.000	0.000	2695
BG33430	chr10	5618706	5618993	+	0.000	0.000	2696
BG33431	chr10	5620350	5620549	+	0.000	0.000	2697
BG33469	chr10	5852490	5852848	+	0.000	0.000	2698
BG215116	chr21	40477417	40477618	+	0.000	0.000	16245
BG215134	chr21	40562685	40562884	+	0.000	0.000	16246
BG215137	chr21	40566701	40566900	+	0.000	0.000	16247
BG215143	chr21	40634233	40634493	+	0.000	0.000	16248
BG215153	chr21	40678727	40679565	+	0.000	0.000	16249
BG215160	chr21	40723282	40723511	+	0.000	0.000	16250
BG215174	chr21	40854202	40854455	+	0.000	0.000	16251
BG215185	chr21	41008963	41009162	+	0.000	0.000	16252
BG215193	chr21	41037248	41037880	+	0.000	0.000	16253
BG215194	chr21	41037928	41038583	+	0.000	0.000	16254
BG33513	chr10	6051131	6051330	+	0.000	0.000	2699
BG33543	chr10	6136395	6136872	+	0.000	0.000	2700
BG33560	chr10	6175029	6175633	+	0.000	0.000	2701
BG33575	chr10	6222669	6222924	+	0.000	0.000	2702
BG33596	chr10	6298132	6298337	+	0.000	0.000	2703
BG33599	chr10	6311772	6311992	+	0.000	0.000	2704
BG215217	chr21	41166894	41168219	+	0.000	0.000	16255
BG215218	chr21	41168302	41168501	+	0.000	0.000	16256
BG215220	chr21	41169062	41169322	+	0.000	0.000	16257
BG215237	chr21	41294865	41295074	+	0.000	0.000	16258
BG215262	chr21	41601635	41601834	+	0.000	0.000	16259
BG215273	chr21	41642203	41642802	+	0.000	0.000	16260
BG215292	chr21	41817958	41818157	+	0.000	0.000	16261
BG33600	chr10	6312055	6312255	+	0.000	0.000	2705
BG33602	chr10	6329092	6329486	+	0.000	0.000	2706
BG33622	chr10	6445390	6445715	+	0.000	0.000	2707
BG33641	chr10	6601326	6601813	+	0.000	0.000	2708
BG33644	chr10	6603194	6603568	+	0.000	0.000	2709
BG33645	chr10	6603578	6603842	+	0.000	0.000	2710
BG33646	chr10	6604042	6604281	+	0.000	0.000	2711
BG33647	chr10	6607231	6608839	+	0.000	0.000	2712
BG33654	chr10	6648212	6648477	+	0.000	0.000	2713
BG33666	chr10	6694780	6694979	+	0.000	0.000	2714
BG33671	chr10	6716583	6716926	+	0.000	0.000	2715
BG215311	chr21	41927164	41927381	+	0.000	0.000	16262
BG215329	chr21	42002397	42002823	+	0.000	0.000	16263
BG215330	chr21	42002853	42003657	+	0.000	0.000	16264
BG215360	chr21	42125531	42126158	+	0.000	0.000	16265
BG215380	chr21	42190831	42191550	+	0.000	0.000	16266
BG215387	chr21	42228471	42228808	+	0.000	0.000	16267
BG215393	chr21	42250481	42251151	+	0.000	0.000	16268
BG215399	chr21	42254527	42254726	+	0.000	0.000	16269
BG33701	chr10	6811514	6811713	+	0.000	0.000	2716
BG33713	chr10	6918426	6918650	+	0.000	0.000	2717
BG33724	chr10	6929934	6930133	+	0.000	0.000	2718
BG33735	chr10	6988245	6988444	+	0.000	0.000	2719
BG33737	chr10	6996529	6996749	+	0.000	0.000	2720
BG314001	chr6	142763428	142763715	+	0.000	0.000	22351
BG33776	chr10	7268183	7268397	+	0.000	0.000	2721
BG33777	chr10	7268447	7268660	+	0.000	0.000	2722
BG33780	chr10	7291602	7292069	+	0.000	0.000	2723
BG33789	chr10	7309424	7309623	+	0.000	0.000	2724
BG33790	chr10	7311137	7311674	+	0.000	0.000	2725
BG314069	chr6	142954962	142955186	+	0.000	0.000	22352
BG314093	chr6	143124978	143125330	+	0.000	0.000	22353
BG215400	chr21	42254728	42254969	+	0.000	0.000	16270
BG215413	chr21	42302850	42303087	+	0.000	0.000	16271
BG215416	chr21	42303891	42304210	+	0.000	0.000	16272
BG215417	chr21	42309471	42309967	+	0.000	0.000	16273
BG215422	chr21	42344719	42344957	+	0.000	0.000	16274
BG215426	chr21	42413887	42414221	+	0.000	0.000	16275
BG215429	chr21	42449231	42450578	+	0.000	0.000	16276
BG215431	chr21	42456119	42457134	+	0.000	0.000	16277
BG215433	chr21	42463414	42463800	+	0.000	0.000	16278
BG215441	chr21	42485998	42486197	+	0.000	0.000	16279
BG215463	chr21	42554039	42554314	+	0.000	0.000	16280
BG215464	chr21	42554320	42554815	+	0.000	0.000	16281
BG215470	chr21	42594905	42595305	+	0.000	0.000	16282
BG215475	chr21	42618308	42618544	+	0.000	0.000	16283
BG215482	chr21	42633181	42633590	+	0.000	0.000	16284
BG33802	chr10	7365178	7365750	+	0.000	0.000	2726
BG33803	chr10	7375553	7375954	+	0.000	0.000	2727
BG33807	chr10	7407757	7407956	+	0.000	0.000	2728
BG33816	chr10	7424131	7424330	+	0.000	0.000	2729
BG33827	chr10	7472115	7472324	+	0.000	0.000	2730
BG33840	chr10	7543842	7544280	+	0.000	0.000	2731
BG33841	chr10	7544284	7544557	+	0.000	0.000	2732
BG33842	chr10	7549825	7550369	+	0.000	0.000	2733
BG33844	chr10	7561094	7561589	+	0.000	0.000	2734
BG33855	chr10	7623017	7623216	+	0.000	0.000	2735
BG33865	chr10	7700320	7700904	+	0.000	0.000	2736
BG314122	chr6	143228300	143229374	+	0.000	0.000	22354
BG33873	chr10	7747282	7747481	+	0.000	0.000	2737
BG33883	chr10	7792597	7792846	+	0.000	0.000	2738
BG33887	chr10	7856502	7856919	+	0.000	0.000	2739
BG314141	chr6	143328919	143329118	+	0.000	0.000	22355
BG314146	chr6	143337681	143337880	+	0.000	0.000	22356
BG33898	chr10	7913500	7913730	+	0.000	0.000	2740
BG314159	chr6	143415709	143415941	+	0.000	0.000	22357
BG314165	chr6	143501943	143502157	+	0.000	0.000	22358
BG314170	chr6	143529205	143529430	+	0.000	0.000	22359
BG215500	chr21	42672827	42673208	+	0.000	0.000	16285
BG215524	chr21	42747923	42748122	+	0.000	0.000	16286
BG215528	chr21	42759542	42759859	+	0.000	0.000	16287
BG215559	chr21	42918348	42918547	+	0.000	0.000	16288
BG215562	chr21	42927837	42928115	+	0.000	0.000	16289
BG215572	chr21	42992937	42993195	+	0.000	0.000	16290
BG215583	chr21	43117263	43117483	+	0.000	0.000	16291
BG215584	chr21	43159536	43159796	+	0.000	0.000	16292
BG215585	chr21	43159807	43160083	+	0.000	0.000	16293
BG215589	chr21	43191818	43192261	+	0.000	0.000	16294
BG215593	chr21	43197131	43197594	+	0.000	0.000	16295
BG33907	chr10	8053127	8053326	+	0.000	0.000	2741
BG33910	chr10	8102977	8103668	+	0.000	0.000	2742
BG33915	chr10	8313028	8313227	+	0.000	0.000	2743
BG33949	chr10	9075511	9075726	+	0.000	0.000	2744
BG314248	chr6	144153365	144153564	+	0.000	0.000	22360
BG33999	chr10	9852745	9853061	+	0.000	0.000	2745
BG314260	chr6	144330091	144330290	+	0.000	0.000	22361
BG314283	chr6	144549442	144549811	+	0.000	0.000	22362
BG215643	chr21	43694786	43695036	+	0.000	0.000	16296
BG215679	chr21	43831485	43831725	+	0.000	0.000	16297
BG215696	chr21	43921779	43922038	+	0.000	0.000	16298
BG314300	chr6	144632343	144632669	+	0.000	0.000	22363
BG314305	chr6	144648675	144648874	+	0.000	0.000	22364
BG314315	chr6	144708904	144709366	+	0.000	0.000	22365
BG314329	chr6	144771376	144771613	+	0.000	0.000	22366
BG314359	chr6	144894487	144894686	+	0.000	0.000	22367
