#Name (cmd = mergePeaks pr.diff_pd_hipp_lrrk_vs_lopd/bg.clean.pos pr.diff_pd_hipp_lrrk_vs_lopd/target.clean..pos -d 200 -cobound 1 -prefix pr.diff_pd_hipp_lrrk_vs_lopd/0.241936496765451.2.tmp)	chr	start	end	strand	stat	stat2	pr.diff_pd_hipp_lrrk_vs_lopd/target.clean..pos
BG59495	chr11	64876211	64876435	+	0.000	0.000	4524
BG59496	chr11	64876462	64876694	+	0.000	0.000	4525
BG59497	chr11	64877164	64877363	+	0.000	0.000	4526
BG59498	chr11	64877677	64877876	+	0.000	0.000	4527
BG322901	chr7	27151131	27151528	+	0.000	0.000	23087
BG322923	chr7	27586829	27587074	+	0.000	0.000	23088
BG322925	chr7	27603963	27604172	+	0.000	0.000	23089
BG322930	chr7	27635255	27635576	+	0.000	0.000	23090
BG322938	chr7	27688409	27688965	+	0.000	0.000	23091
BG322978	chr7	27879764	27880209	+	0.000	0.000	23092
BG322985	chr7	27923438	27923637	+	0.000	0.000	23093
BG59513	chr11	64943010	64944702	+	0.000	0.000	4528
BG59515	chr11	64969148	64969433	+	0.000	0.000	4529
BG59530	chr11	65036989	65037208	+	0.000	0.000	4530
BG59534	chr11	65090295	65091369	+	0.000	0.000	4531
BG59569	chr11	65293865	65294101	+	0.000	0.000	4532
BG59570	chr11	65294196	65294422	+	0.000	0.000	4533
BG59572	chr11	65301281	65302116	+	0.000	0.000	4534
BG59577	chr11	65310330	65310556	+	0.000	0.000	4535
BG59580	chr11	65321894	65322093	+	0.000	0.000	4536
BG59581	chr11	65322279	65322648	+	0.000	0.000	4537
BG59599	chr11	65416127	65416348	+	0.000	0.000	4538
BG59616	chr11	65435496	65435912	+	0.000	0.000	4539
BG59617	chr11	65435973	65436427	+	0.000	0.000	4540
BG59619	chr11	65441847	65442063	+	0.000	0.000	4541
BG59620	chr11	65442143	65442353	+	0.000	0.000	4542
BG59621	chr11	65442389	65442602	+	0.000	0.000	4543
BG59622	chr11	65443478	65443857	+	0.000	0.000	4544
BG59625	chr11	65445479	65445707	+	0.000	0.000	4545
BG59639	chr11	65487127	65487433	+	0.000	0.000	4546
BG59650	chr11	65504696	65504926	+	0.000	0.000	4547
BG59651	chr11	65505073	65505708	+	0.000	0.000	4548
BG59652	chr11	65505722	65506059	+	0.000	0.000	4549
BG59669	chr11	65548511	65548710	+	0.000	0.000	4550
BG59673	chr11	65569445	65569644	+	0.000	0.000	4551
BG59691	chr11	65610795	65611755	+	0.000	0.000	4552
BG59699	chr11	65640541	65640740	+	0.000	0.000	4553
BG94016	chr13	45813154	45813353	+	0.000	0.000	6879
BG94037	chr13	45943864	45944091	+	0.000	0.000	6880
BG94039	chr13	46006817	46007016	+	0.000	0.000	6881
BG59706	chr11	65694937	65696489	+	0.000	0.000	4554
BG94051	chr13	46059607	46059837	+	0.000	0.000	6882
BG94053	chr13	46071694	46071926	+	0.000	0.000	6883
BG94054	chr13	46071928	46072237	+	0.000	0.000	6884
BG94055	chr13	46082378	46082665	+	0.000	0.000	6885
BG94056	chr13	46082679	46082936	+	0.000	0.000	6886
BG59733	chr11	65868393	65868614	+	0.000	0.000	4555
BG59738	chr11	65884481	65884680	+	0.000	0.000	4556
BG59751	chr11	65940873	65941072	+	0.000	0.000	4557
BG94095	chr13	46385995	46386214	+	0.000	0.000	6887
BG59780	chr11	66113218	66113417	+	0.000	0.000	4558
BG59783	chr11	66126115	66126350	+	0.000	0.000	4559
BG59791	chr11	66150665	66151051	+	0.000	0.000	4560
BG101	chr1	1298524	1299875	+	0.000	0.000	11
BG108	chr1	1318281	1318607	+	0.000	0.000	12
BG112	chr1	1339670	1339901	+	0.000	0.000	13
BG115	chr1	1346279	1346478	+	0.000	0.000	14
BG116	chr1	1348564	1348813	+	0.000	0.000	15
BG126	chr1	1408125	1408324	+	0.000	0.000	16
BG129	chr1	1428128	1428329	+	0.000	0.000	17
BG130	chr1	1430272	1430763	+	0.000	0.000	18
BG131	chr1	1430770	1431162	+	0.000	0.000	19
BG132	chr1	1431476	1431856	+	0.000	0.000	20
BG133	chr1	1431902	1432221	+	0.000	0.000	21
BG134	chr1	1432253	1432563	+	0.000	0.000	22
BG135	chr1	1432570	1432796	+	0.000	0.000	23
BG137	chr1	1434316	1434860	+	0.000	0.000	24
BG138	chr1	1434913	1435112	+	0.000	0.000	25
BG147	chr1	1518721	1518940	+	0.000	0.000	26
BG167	chr1	1591715	1591914	+	0.000	0.000	27
BG177	chr1	1665778	1665977	+	0.000	0.000	28
BG178	chr1	1666006	1666299	+	0.000	0.000	29
BG180	chr1	1678023	1678222	+	0.000	0.000	30
BG197	chr1	1758770	1758969	+	0.000	0.000	31
BG94116	chr13	46522424	46522623	+	0.000	0.000	6888
BG94129	chr13	46582965	46583164	+	0.000	0.000	6889
BG94130	chr13	46583404	46583608	+	0.000	0.000	6890
BG94132	chr13	46585386	46585588	+	0.000	0.000	6891
BG59807	chr11	66189469	66190048	+	0.000	0.000	4561
BG94159	chr13	46694060	46694654	+	0.000	0.000	6892
BG94175	chr13	46832268	46832512	+	0.000	0.000	6893
BG94176	chr13	46832538	46832767	+	0.000	0.000	6894
BG59849	chr11	66420192	66420391	+	0.000	0.000	4562
BG59862	chr11	66537145	66537467	+	0.000	0.000	4563
BG59868	chr11	66559255	66559476	+	0.000	0.000	4564
BG59882	chr11	66652504	66653734	+	0.000	0.000	4565
BG211	chr1	1794006	1794248	+	0.000	0.000	32
BG220	chr1	1827933	1828132	+	0.000	0.000	33
BG221	chr1	1828137	1828336	+	0.000	0.000	34
BG253	chr1	1966462	1966661	+	0.000	0.000	35
BG262	chr1	1989918	1990117	+	0.000	0.000	36
BG287	chr1	2086748	2086982	+	0.000	0.000	37
BG288	chr1	2087551	2087750	+	0.000	0.000	38
BG289	chr1	2087803	2088830	+	0.000	0.000	39
BG293	chr1	2091945	2092177	+	0.000	0.000	40
BG94204	chr13	46961827	46962076	+	0.000	0.000	6895
BG94227	chr13	47087235	47087434	+	0.000	0.000	6896
BG94234	chr13	47132974	47133288	+	0.000	0.000	6897
BG59915	chr11	66864669	66864868	+	0.000	0.000	4566
BG94255	chr13	47302602	47303143	+	0.000	0.000	6898
BG59929	chr11	66912428	66913551	+	0.000	0.000	4567
BG94267	chr13	47481922	47482121	+	0.000	0.000	6899
BG94269	chr13	47490486	47490730	+	0.000	0.000	6900
BG59937	chr11	66935025	66935240	+	0.000	0.000	4568
BG59946	chr11	66975448	66975647	+	0.000	0.000	4569
BG94287	chr13	47664485	47664763	+	0.000	0.000	6901
BG94289	chr13	47665405	47665630	+	0.000	0.000	6902
BG59968	chr11	67046508	67046715	+	0.000	0.000	4570
BG59988	chr11	67168117	67168764	+	0.000	0.000	4571
BG107082	chr14	59435209	59435437	+	0.000	0.000	7675
BG107095	chr14	59490818	59491074	+	0.000	0.000	7676
BG107097	chr14	59498671	59498902	+	0.000	0.000	7677
BG311	chr1	2134634	2134833	+	0.000	0.000	41
BG319	chr1	2155884	2156227	+	0.000	0.000	42
BG335	chr1	2207207	2207406	+	0.000	0.000	43
BG339	chr1	2214955	2215185	+	0.000	0.000	44
BG356	chr1	2248163	2248395	+	0.000	0.000	45
BG363	chr1	2270408	2270607	+	0.000	0.000	46
BG365	chr1	2277271	2277508	+	0.000	0.000	47
BG379	chr1	2314797	2315031	+	0.000	0.000	48
BG399	chr1	2441445	2442108	+	0.000	0.000	49
BG94308	chr13	47858225	47858424	+	0.000	0.000	6903
BG94368	chr13	48212152	48212553	+	0.000	0.000	6904
BG94369	chr13	48212573	48212772	+	0.000	0.000	6905
BG94389	chr13	48262144	48262367	+	0.000	0.000	6906
BG94394	chr13	48289067	48289266	+	0.000	0.000	6907
BG276002	chr5	37469951	37470150	+	0.000	0.000	20193
BG276026	chr5	37695749	37695969	+	0.000	0.000	20194
BG276028	chr5	37711070	37711505	+	0.000	0.000	20195
BG276039	chr5	37786921	37787162	+	0.000	0.000	20196
BG276067	chr5	38071685	38072115	+	0.000	0.000	20197
BG276068	chr5	38080026	38080332	+	0.000	0.000	20198
BG276087	chr5	38403508	38403707	+	0.000	0.000	20199
BG107109	chr14	59577537	59577860	+	0.000	0.000	7678
BG107146	chr14	59744333	59744565	+	0.000	0.000	7679
BG409	chr1	2452678	2453699	+	0.000	0.000	50
BG435	chr1	2543316	2543515	+	0.000	0.000	51
BG455	chr1	2890180	2890475	+	0.000	0.000	52
BG456	chr1	2890488	2890895	+	0.000	0.000	53
BG465	chr1	2948613	2949626	+	0.000	0.000	54
BG466	chr1	2949982	2950838	+	0.000	0.000	55
BG467	chr1	2966642	2966841	+	0.000	0.000	56
BG468	chr1	2967003	2967251	+	0.000	0.000	57
BG470	chr1	2969946	2970161	+	0.000	0.000	58
BG475	chr1	2984783	2985605	+	0.000	0.000	59
BG476	chr1	2987575	2988590	+	0.000	0.000	60
BG480	chr1	3030347	3032258	+	0.000	0.000	61
BG94415	chr13	48429157	48429587	+	0.000	0.000	6908
BG94416	chr13	48431099	48431298	+	0.000	0.000	6909
BG94425	chr13	48452653	48453208	+	0.000	0.000	6910
BG94446	chr13	48543652	48543851	+	0.000	0.000	6911
BG94490	chr13	48805160	48805359	+	0.000	0.000	6912
BG94496	chr13	48849212	48849411	+	0.000	0.000	6913
BG276102	chr5	38453717	38453916	+	0.000	0.000	20200
BG276104	chr5	38459556	38459788	+	0.000	0.000	20201
BG276119	chr5	38521604	38521803	+	0.000	0.000	20202
BG276127	chr5	38543468	38543794	+	0.000	0.000	20203
BG276130	chr5	38546892	38547091	+	0.000	0.000	20204
BG276145	chr5	38607540	38607764	+	0.000	0.000	20205
BG276150	chr5	38639749	38639948	+	0.000	0.000	20206
BG276166	chr5	38680408	38680641	+	0.000	0.000	20207
BG276167	chr5	38680666	38680889	+	0.000	0.000	20208
BG276168	chr5	38686584	38686783	+	0.000	0.000	20209
BG107204	chr14	60205375	60205574	+	0.000	0.000	7680
BG107205	chr14	60205585	60205784	+	0.000	0.000	7681
BG107211	chr14	60258883	60259109	+	0.000	0.000	7682
BG107214	chr14	60287539	60287777	+	0.000	0.000	7683
BG107233	chr14	60649048	60649343	+	0.000	0.000	7684
BG107250	chr14	61024318	61024517	+	0.000	0.000	7685
BG107259	chr14	61037277	61038069	+	0.000	0.000	7686
BG107274	chr14	61131683	61131882	+	0.000	0.000	7687
BG107275	chr14	61131949	61132148	+	0.000	0.000	7688
BG107284	chr14	61213048	61213247	+	0.000	0.000	7689
BG107286	chr14	61213610	61213809	+	0.000	0.000	7690
BG107289	chr14	61215640	61215860	+	0.000	0.000	7691
BG505	chr1	3146070	3146295	+	0.000	0.000	62
BG515	chr1	3212345	3212595	+	0.000	0.000	63
BG541	chr1	3313994	3314393	+	0.000	0.000	64
BG542	chr1	3320015	3320233	+	0.000	0.000	65
BG549	chr1	3350354	3350787	+	0.000	0.000	66
BG551	chr1	3351393	3351592	+	0.000	0.000	67
BG559	chr1	3393860	3394069	+	0.000	0.000	68
BG562	chr1	3399828	3400027	+	0.000	0.000	69
BG568	chr1	3430595	3430794	+	0.000	0.000	70
BG569	chr1	3431085	3431551	+	0.000	0.000	71
BG572	chr1	3444783	3445235	+	0.000	0.000	72
BG574	chr1	3452881	3453175	+	0.000	0.000	73
BG577	chr1	3457686	3458812	+	0.000	0.000	74
BG595	chr1	3556750	3556967	+	0.000	0.000	75
BG596	chr1	3560350	3560843	+	0.000	0.000	76
BG94511	chr13	49046074	49047261	+	0.000	0.000	6914
BG94516	chr13	49097488	49097825	+	0.000	0.000	6915
BG94521	chr13	49111557	49111757	+	0.000	0.000	6916
BG94529	chr13	49146898	49147560	+	0.000	0.000	6917
BG94537	chr13	49240080	49240279	+	0.000	0.000	6918
BG94549	chr13	49307553	49307752	+	0.000	0.000	6919
BG94553	chr13	49346546	49346745	+	0.000	0.000	6920
BG94563	chr13	49369562	49370232	+	0.000	0.000	6921
BG94565	chr13	49376940	49377139	+	0.000	0.000	6922
BG94566	chr13	49377236	49377435	+	0.000	0.000	6923
BG94585	chr13	49518163	49518362	+	0.000	0.000	6924
BG94587	chr13	49527460	49527890	+	0.000	0.000	6925
BG94592	chr13	49557758	49558083	+	0.000	0.000	6926
BG276211	chr5	38952651	38953041	+	0.000	0.000	20210
BG276224	chr5	39031986	39032382	+	0.000	0.000	20211
BG276227	chr5	39054188	39054413	+	0.000	0.000	20212
BG276247	chr5	39137836	39138041	+	0.000	0.000	20213
BG276248	chr5	39138331	39138530	+	0.000	0.000	20214
BG107307	chr14	61329455	61329715	+	0.000	0.000	7692
BG107308	chr14	61329752	61330145	+	0.000	0.000	7693
BG107314	chr14	61344892	61345091	+	0.000	0.000	7694
BG107317	chr14	61352268	61352467	+	0.000	0.000	7695
BG107323	chr14	61385342	61385761	+	0.000	0.000	7696
BG107327	chr14	61399935	61400337	+	0.000	0.000	7697
BG107334	chr14	61420468	61420675	+	0.000	0.000	7698
BG107340	chr14	61439413	61439736	+	0.000	0.000	7699
BG107364	chr14	61525373	61525694	+	0.000	0.000	7700
BG107372	chr14	61541036	61541235	+	0.000	0.000	7701
BG107374	chr14	61545691	61546447	+	0.000	0.000	7702
BG107384	chr14	61584747	61584946	+	0.000	0.000	7703
BG600	chr1	3577049	3577299	+	0.000	0.000	77
BG604	chr1	3599264	3599722	+	0.000	0.000	78
BG606	chr1	3611232	3611457	+	0.000	0.000	79
BG607	chr1	3611578	3611805	+	0.000	0.000	80
BG617	chr1	3712638	3714139	+	0.000	0.000	81
BG618	chr1	3714221	3714780	+	0.000	0.000	82
BG619	chr1	3714795	3715231	+	0.000	0.000	83
BG624	chr1	3740441	3740640	+	0.000	0.000	84
BG637	chr1	3787726	3787964	+	0.000	0.000	85
BG647	chr1	3822351	3822832	+	0.000	0.000	86
BG663	chr1	3884531	3885308	+	0.000	0.000	87
BG665	chr1	3890612	3890811	+	0.000	0.000	88
BG672	chr1	3907292	3907491	+	0.000	0.000	89
BG681	chr1	3940725	3941116	+	0.000	0.000	90
BG684	chr1	3993705	3993949	+	0.000	0.000	91
BG94600	chr13	49606439	49606676	+	0.000	0.000	6927
BG276332	chr5	40145386	40145585	+	0.000	0.000	20215
BG276362	chr5	40689539	40689776	+	0.000	0.000	20216
BG276363	chr5	40715024	40715223	+	0.000	0.000	20217
BG276376	chr5	40760631	40760842	+	0.000	0.000	20218
BG276386	chr5	40841123	40841326	+	0.000	0.000	20219
BG107404	chr14	61653946	61654145	+	0.000	0.000	7704
BG107405	chr14	61668369	61668568	+	0.000	0.000	7705
BG107476	chr14	62061793	62061992	+	0.000	0.000	7706
BG702	chr1	4087813	4088038	+	0.000	0.000	92
BG707	chr1	4120687	4120914	+	0.000	0.000	93
BG710	chr1	4152061	4152768	+	0.000	0.000	94
BG712	chr1	4166647	4167038	+	0.000	0.000	95
BG735	chr1	4407721	4407920	+	0.000	0.000	96
BG736	chr1	4407969	4408210	+	0.000	0.000	97
BG751	chr1	4551330	4552662	+	0.000	0.000	98
BG763	chr1	4634541	4634900	+	0.000	0.000	99
BG785	chr1	4678448	4678647	+	0.000	0.000	100
BG787	chr1	4680798	4681054	+	0.000	0.000	101
BG788	chr1	4681111	4681861	+	0.000	0.000	102
BG789	chr1	4684858	4685237	+	0.000	0.000	103
BG795	chr1	4696372	4696801	+	0.000	0.000	104
BG94704	chr13	50513564	50513778	+	0.000	0.000	6928
BG94712	chr13	50543549	50543790	+	0.000	0.000	6929
BG94717	chr13	50630846	50631045	+	0.000	0.000	6930
BG94739	chr13	50707335	50707534	+	0.000	0.000	6931
BG375003	chr9	131330870	131331252	+	0.000	0.000	26468
BG375004	chr9	131336033	131336519	+	0.000	0.000	26469
BG94779	chr13	50955082	50955281	+	0.000	0.000	6932
BG375060	chr9	131518448	131518657	+	0.000	0.000	26470
BG375072	chr9	131580350	131580549	+	0.000	0.000	26471
BG375080	chr9	131598066	131598524	+	0.000	0.000	26472
BG375088	chr9	131624441	131624658	+	0.000	0.000	26473
BG375090	chr9	131630101	131630520	+	0.000	0.000	26474
BG276411	chr5	41194168	41194470	+	0.000	0.000	20220
BG276424	chr5	41279153	41279357	+	0.000	0.000	20221
BG276441	chr5	41416367	41416726	+	0.000	0.000	20222
BG276442	chr5	41416745	41416944	+	0.000	0.000	20223
BG276474	chr5	41781626	41781825	+	0.000	0.000	20224
BG276479	chr5	41815352	41815551	+	0.000	0.000	20225
BG107531	chr14	62674648	62674896	+	0.000	0.000	7707
BG107533	chr14	62675244	62675443	+	0.000	0.000	7708
BG107556	chr14	63039898	63040439	+	0.000	0.000	7709
BG107576	chr14	63233573	63234079	+	0.000	0.000	7710
BG107594	chr14	63301901	63302262	+	0.000	0.000	7711
BG107597	chr14	63383850	63384049	+	0.000	0.000	7712
BG804	chr1	4711613	4711829	+	0.000	0.000	105
BG811	chr1	4726391	4727617	+	0.000	0.000	106
BG829	chr1	4796498	4796927	+	0.000	0.000	107
BG838	chr1	4868283	4868880	+	0.000	0.000	108
BG841	chr1	4877385	4878028	+	0.000	0.000	109
BG874	chr1	5338308	5338778	+	0.000	0.000	110
BG875	chr1	5338855	5339054	+	0.000	0.000	111
BG878	chr1	5408386	5409160	+	0.000	0.000	112
BG94800	chr13	51047767	51047994	+	0.000	0.000	6933
BG94826	chr13	51239884	51240093	+	0.000	0.000	6934
BG94834	chr13	51250160	51250375	+	0.000	0.000	6935
BG375102	chr9	131663484	131663683	+	0.000	0.000	26475
BG375111	chr9	131687203	131688257	+	0.000	0.000	26476
BG375156	chr9	131816010	131816557	+	0.000	0.000	26477
BG375165	chr9	131848743	131848942	+	0.000	0.000	26478
BG375166	chr9	131848964	131849163	+	0.000	0.000	26479
BG375183	chr9	131913145	131913344	+	0.000	0.000	26480
BG375195	chr9	131949212	131949411	+	0.000	0.000	26481
BG276500	chr5	41985840	41986039	+	0.000	0.000	20226
BG276501	chr5	41986061	41986260	+	0.000	0.000	20227
BG276539	chr5	42586663	42586868	+	0.000	0.000	20228
BG276566	chr5	42801023	42801259	+	0.000	0.000	20229
BG276573	chr5	42813281	42813897	+	0.000	0.000	20230
BG276578	chr5	42838583	42838782	+	0.000	0.000	20231
BG276581	chr5	42853692	42853891	+	0.000	0.000	20232
BG276587	chr5	42871751	42872117	+	0.000	0.000	20233
BG276591	chr5	42878185	42878584	+	0.000	0.000	20234
BG276597	chr5	42888814	42889368	+	0.000	0.000	20235
BG107617	chr14	63468359	63468592	+	0.000	0.000	7713
BG107628	chr14	63551408	63551660	+	0.000	0.000	7714
BG107631	chr14	63600180	63600535	+	0.000	0.000	7715
BG107634	chr14	63633017	63633247	+	0.000	0.000	7716
BG107641	chr14	63660189	63660878	+	0.000	0.000	7717
BG107647	chr14	63758515	63758867	+	0.000	0.000	7718
BG107660	chr14	63914932	63915131	+	0.000	0.000	7719
BG920	chr1	5699454	5699918	+	0.000	0.000	113
BG923	chr1	5707440	5708251	+	0.000	0.000	114
BG928	chr1	5740568	5740767	+	0.000	0.000	115
BG936	chr1	5811523	5812017	+	0.000	0.000	116
BG950	chr1	5883435	5883926	+	0.000	0.000	117
BG959	chr1	5896106	5896321	+	0.000	0.000	118
BG960	chr1	5896356	5896555	+	0.000	0.000	119
BG976	chr1	5944084	5944456	+	0.000	0.000	120
BG987	chr1	5983477	5983693	+	0.000	0.000	121
BG94905	chr13	51591798	51591997	+	0.000	0.000	6936
BG94919	chr13	51628490	51628729	+	0.000	0.000	6937
BG94920	chr13	51632182	51632381	+	0.000	0.000	6938
BG94959	chr13	51770453	51770652	+	0.000	0.000	6939
BG375212	chr9	132014351	132014550	+	0.000	0.000	26482
BG94960	chr13	51770720	51770919	+	0.000	0.000	6940
BG375220	chr9	132028495	132028709	+	0.000	0.000	26483
BG375222	chr9	132031911	132032110	+	0.000	0.000	26484
BG375241	chr9	132109130	132109662	+	0.000	0.000	26485
BG375244	chr9	132114177	132114410	+	0.000	0.000	26486
BG375247	chr9	132135519	132136504	+	0.000	0.000	26487
BG375273	chr9	132194549	132194777	+	0.000	0.000	26488
BG375282	chr9	132266779	132267428	+	0.000	0.000	26489
BG276606	chr5	42901740	42901939	+	0.000	0.000	20236
BG276611	chr5	42949638	42949863	+	0.000	0.000	20237
BG276625	chr5	43018274	43018589	+	0.000	0.000	20238
BG276637	chr5	43073741	43073940	+	0.000	0.000	20239
BG276654	chr5	43203077	43203276	+	0.000	0.000	20240
BG276655	chr5	43203442	43203641	+	0.000	0.000	20241
BG276667	chr5	43244873	43245090	+	0.000	0.000	20242
BG276696	chr5	43619513	43619712	+	0.000	0.000	20243
BG142027	chr17	30499645	30499903	+	0.000	0.000	10746
BG142028	chr17	30519803	30520272	+	0.000	0.000	10747
BG142043	chr17	30663779	30664027	+	0.000	0.000	10748
BG142051	chr17	30687142	30687729	+	0.000	0.000	10749
BG142084	chr17	31031746	31031966	+	0.000	0.000	10750
BG142095	chr17	31209417	31209625	+	0.000	0.000	10751
BG107770	chr14	64672132	64672569	+	0.000	0.000	7720
BG107772	chr14	64680471	64680670	+	0.000	0.000	7721
BG107773	chr14	64680764	64680963	+	0.000	0.000	7722
BG107778	chr14	64692424	64692623	+	0.000	0.000	7723
BG107786	chr14	64706157	64707214	+	0.000	0.000	7724
BG375327	chr9	132849514	132849750	+	0.000	0.000	26490
BG375332	chr9	132882971	132883187	+	0.000	0.000	26491
BG375333	chr9	132894452	132894686	+	0.000	0.000	26492
BG375336	chr9	132897433	132897665	+	0.000	0.000	26493
BG375344	chr9	132919916	132920154	+	0.000	0.000	26494
BG375371	chr9	133048602	133049730	+	0.000	0.000	26495
BG375372	chr9	133049807	133051103	+	0.000	0.000	26496
BG375374	chr9	133061015	133061422	+	0.000	0.000	26497
BG375390	chr9	133132865	133133694	+	0.000	0.000	26498
BG375393	chr9	133139717	133140153	+	0.000	0.000	26499
BG276716	chr5	43657043	43657242	+	0.000	0.000	20244
BG276785	chr5	44936528	44936727	+	0.000	0.000	20245
BG142103	chr17	31253043	31253242	+	0.000	0.000	10752
BG142106	chr17	31270463	31270662	+	0.000	0.000	10753
BG142128	chr17	31379977	31380182	+	0.000	0.000	10754
BG142135	chr17	31389694	31390071	+	0.000	0.000	10755
BG107809	chr14	64777521	64777776	+	0.000	0.000	7725
BG142147	chr17	31415830	31417555	+	0.000	0.000	10756
BG142154	chr17	31445172	31445415	+	0.000	0.000	10757
BG142159	chr17	31455798	31456024	+	0.000	0.000	10758
BG107826	chr14	64835061	64835260	+	0.000	0.000	7726
BG107835	chr14	64866340	64866539	+	0.000	0.000	7727
BG107843	chr14	64918251	64918636	+	0.000	0.000	7728
BG142178	chr17	31511097	31512273	+	0.000	0.000	10759
BG107858	chr14	64960912	64961111	+	0.000	0.000	7729
BG107882	chr14	65027474	65027976	+	0.000	0.000	7730
BG107886	chr14	65030045	65030244	+	0.000	0.000	7731
BG375446	chr9	133397008	133397224	+	0.000	0.000	26500
BG375455	chr9	133440600	133441489	+	0.000	0.000	26501
BG375465	chr9	133513672	133513871	+	0.000	0.000	26502
BG375466	chr9	133513892	133514091	+	0.000	0.000	26503
BG375467	chr9	133514476	133515113	+	0.000	0.000	26504
BG375469	chr9	133520511	133521217	+	0.000	0.000	26505
BG375470	chr9	133521249	133522091	+	0.000	0.000	26506
BG375472	chr9	133532848	133533047	+	0.000	0.000	26507
BG375473	chr9	133533122	133533610	+	0.000	0.000	26508
BG276818	chr5	45355354	45355696	+	0.000	0.000	20246
BG276831	chr5	45454964	45455248	+	0.000	0.000	20247
BG276837	chr5	45520777	45520976	+	0.000	0.000	20248
BG276855	chr5	45650751	45650950	+	0.000	0.000	20249
BG276869	chr5	45720975	45721174	+	0.000	0.000	20250
BG276876	chr5	45755433	45755671	+	0.000	0.000	20251
BG276895	chr5	47115075	47115274	+	0.000	0.000	20252
BG142203	chr17	31737309	31737550	+	0.000	0.000	10760
BG142204	chr17	31737582	31737836	+	0.000	0.000	10761
BG142205	chr17	31738833	31739032	+	0.000	0.000	10762
BG107908	chr14	65081273	65081472	+	0.000	0.000	7732
BG142251	chr17	32128780	32128984	+	0.000	0.000	10763
BG142257	chr17	32148086	32148323	+	0.000	0.000	10764
BG142260	chr17	32155844	32156043	+	0.000	0.000	10765
BG107951	chr14	65276681	65276880	+	0.000	0.000	7733
BG107952	chr14	65277004	65277220	+	0.000	0.000	7734
BG107953	chr14	65277251	65277475	+	0.000	0.000	7735
BG142292	chr17	32277036	32277235	+	0.000	0.000	10766
BG107960	chr14	65303418	65304138	+	0.000	0.000	7736
BG107962	chr14	65317884	65318083	+	0.000	0.000	7737
BG142298	chr17	32285393	32285637	+	0.000	0.000	10767
BG107964	chr14	65321367	65321566	+	0.000	0.000	7738
BG107972	chr14	65361393	65362568	+	0.000	0.000	7739
BG107976	chr14	65433712	65433997	+	0.000	0.000	7740
BG107999	chr14	65503557	65504173	+	0.000	0.000	7741
BG375500	chr9	133645037	133645313	+	0.000	0.000	26509
BG375528	chr9	133787683	133787882	+	0.000	0.000	26510
BG375535	chr9	133805403	133805602	+	0.000	0.000	26511
BG375542	chr9	133833203	133833402	+	0.000	0.000	26512
